claimant_name,aadhar_number,phone_number,spouse_name,father_mother_Name,address,village,gram_panchayat,tehsil,district,ST_OTFD_Status,family_members_names,family_members_ages,habitation_area,cultivation_area,disputed_lands,patta_lease_grants,rehabilitation_land,displacement_details,forest_village_extent,other_traditional_rights,age_of_claimant,gender,marital_status,household_members,elderly_count_60plus,disability_in_household,primary_livelihood,annual_income,cultivable_land_ownership,house_type,electricity_connection,water_source,toilet_available,school_going_children,highest_education_level,shg_membership
Arjun Bhil,8.71E+11,6332994860,Mahesh Sahu,Arjun Rathore,"House 117, Mandla Pur",Bhilapur,GP Pati,Pali,Alirajpur,ST,Anita Yadav,57,0.85,1.55,Yes,Yes,No,Yes,Yes,No,48,Female,Widowed,2,0,Yes,NTFP,88217,No,Pucca,Yes,None,Yes,No,Higher Secondary,No
Meena Kumar,6.39E+11,9929104689,Lakshmi Rathore,Ravi Nayak,"House 110, Korku Pada",Barwani Tola,GP Pushparajgarh,Pali,Alirajpur,OTFD,Sunita Bai,77,0.89,1.17,No,Yes,No,Yes,Yes,Yes,23,Other,Separated,3,0,Yes,Other,105666,Yes,Pucca,Yes,Handpump,Yes,Yes,Upper Primary,Yes
Ravi Sahu,3.73E+11,9458646017,Vikas Biswas,Arjun Singh,"House 167, Mandla Pur",Baiga Chak,GP Pushparajgarh,Ghughri,Anuppur,OTFD,Mahesh Bai,7,0.52,3.68,No,No,No,No,Yes,Yes,35,Other,Married,1,0,No,Other,81406,Yes,Kutcha,Yes,Tap,Yes,No,Graduation,No
Anita Yadav,1.73E+11,6598733220,Kavita Naidu,Mahesh Yadav,"House 297, Mandla Pur",Dindori Gaon,GP Pushparajgarh,Jobat,Umaria,ST,Sunita Sahu,51,0.84,2.96,Yes,Yes,No,No,Yes,No,71,Female,Separated,5,1,No,Agriculture,43885,Yes,Pucca,Yes,None,Yes,Yes,Graduation,Yes
Arjun Bai,7.89E+11,7125985422,Anita Gond,Anita Singh,"House 87, Alirajpur Falia",Dindori Gaon,GP Bajag,Jobat,Sheopur,ST,Sunita Singh,77,0.71,1.76,No,No,Yes,No,Yes,Yes,57,Male,Single,7,2,No,Wage Labour,95982,No,Kutcha,Yes,Stream,No,Yes,Higher Secondary,No
Lakshmi Nayak,2.50E+11,7798150843,Kavita Yadav,Ramesh Kumar,"House 22, Sheopur Pada",Bhilapur,GP Ghughri,Bajag,Sheopur,ST,Neha Gaikwad,32,0.5,3.01,No,Yes,Yes,Yes,No,Yes,68,Other,Widowed,3,0,No,NTFP,99457,No,Semi-Pucca,Yes,Tap,Yes,Yes,Secondary,No
Amit Bai,5.87E+11,6914187103,Ravi Yadav,Pooja Sahu,"House 210, Korku Pada",Korku Pada,GP Niwas,Jobat,Anuppur,ST,Ramesh Nayak,7,0.37,2.87,No,Yes,No,No,No,Yes,89,Male,Single,9,1,Yes,Agriculture,67288,No,Kutcha,No,Tap,Yes,No,Secondary,No
Sunita Nayak,5.70E+11,9785103188,Pooja Gaikwad,Neha Yadav,"House 272, Dindori Gaon",Barwani Tola,GP Niwas,Jobat,Dindori,ST,Amit Gond,76,0.27,1.07,Yes,Yes,No,Yes,Yes,No,53,Female,Separated,8,0,No,NTFP,105056,Yes,Semi-Pucca,Yes,Stream,Yes,No,Graduation,Yes
Meena Das,4.76E+11,6345815999,Amit Bhil,Sunita Das,"House 278, Barwani Tola",Jhabua Kheda,GP Bajag,Pali,Dindori,ST,Ravi Yadav,40,0.27,0.7,No,No,Yes,No,Yes,No,23,Male,Separated,3,2,No,Wage Labour,25170,Yes,Semi-Pucca,Yes,Handpump,No,Yes,Graduation,Yes
Sunita Sahu,6.36E+11,8407464912,Suresh Das,Mahesh Nayak,"House 139, Barwani Tola",Dindori Gaon,GP Jobat,Bajag,Sheopur,ST,Meena Rathore,15,0.57,3.35,Yes,Yes,Yes,Yes,No,Yes,40,Female,Single,8,1,Yes,Wage Labour,66599,Yes,Kutcha,Yes,Stream,No,Yes,Upper Primary,Yes
Pooja Bhil,8.35E+11,8412903393,Meena Kumar,Anita Das,"House 232, Barwani Tola",Mandla Pur,GP Niwas,Niwas,Alirajpur,ST,Ramesh Kumar,59,0.18,3.25,No,Yes,Yes,Yes,No,No,65,Male,Separated,1,0,Yes,Agriculture,123973,Yes,Semi-Pucca,Yes,None,Yes,No,Upper Primary,No
Mahesh Bhil,6.90E+11,7630330591,Meena Biswas,Neha Gond,"House 233, Bhilapur",Mandla Pur,GP Pushparajgarh,Niwas,Dindori,ST,Neha Sahu,85,0.18,3.99,Yes,Yes,No,No,Yes,No,37,Female,Married,4,2,No,Other,116544,No,Kutcha,Yes,None,Yes,No,Primary,No
Lakshmi Gond,8.73E+11,6058430449,Vikas Kumar,Suresh Verma,"House 80, Jhabua Kheda",Korku Pada,GP Ghughri,Bajag,Anuppur,OTFD,Ramesh Das,12,0.02,0.08,Yes,Yes,No,Yes,Yes,No,78,Female,Married,9,0,Yes,Wage Labour,88186,Yes,Kutcha,Yes,Stream,No,Yes,Higher Secondary,Yes
Ramesh Verma,6.96E+11,6207027054,Arjun Verma,Kavita Bhil,"House 55, Barwani Tola",Bhilapur,GP Pushparajgarh,Ghughri,Mandla,ST,Anita Verma,77,0.62,2.16,No,No,No,No,No,Yes,72,Female,Single,5,1,Yes,NTFP,55770,No,Pucca,Yes,None,Yes,Yes,Secondary,Yes
Pooja Gond,8.97E+11,7769089715,Ramesh Sahu,Mahesh Sahu,"House 291, Sheopur Pada",Dindori Gaon,GP Niwas,Pati,Anuppur,ST,Ravi Yadav,42,0.99,2.81,No,Yes,Yes,Yes,No,No,53,Male,Single,6,2,Yes,Other,95457,Yes,Kutcha,Yes,Handpump,No,No,Primary,No
Sunita Yadav,8.02E+11,8887392790,Sunita Gond,Pooja Bhil,"House 34, Korku Pada",Dindori Gaon,GP Niwas,Sendhwa,Dindori,ST,Ramesh Bai,39,0.89,2.33,No,No,Yes,Yes,Yes,No,62,Other,Single,7,2,Yes,NTFP,148696,No,Pucca,No,None,No,Yes,None,Yes
Ravi Singh,8.49E+11,6315181922,Amit Singh,Vikas Rathore,"House 252, Sheopur Pada",Alirajpur Falia,GP Pati,Sendhwa,Umaria,ST,Neha Gond,63,0.71,2.84,No,No,No,Yes,Yes,No,59,Male,Widowed,5,1,No,Other,112251,No,Semi-Pucca,Yes,Tap,Yes,Yes,Graduation,No
Ramesh Das,2.70E+11,7740431466,Anita Das,Amit Gond,"House 125, Dindori Gaon",Alirajpur Falia,GP Niwas,Jobat,Alirajpur,ST,Sunita Kumar,2,0.79,0.55,Yes,No,Yes,Yes,Yes,No,46,Male,Married,8,1,No,Agriculture,83404,No,Pucca,Yes,Tap,Yes,Yes,None,Yes
Amit Rathore,3.91E+11,9916135720,Kavita Rathore,Vikas Gaikwad,"House 11, Barwani Tola",Dindori Gaon,GP Bajag,Ghughri,Mandla,ST,Vikas Yadav,29,0.42,0.01,Yes,Yes,Yes,Yes,Yes,Yes,38,Male,Single,8,1,No,Agriculture,105110,Yes,Pucca,Yes,Stream,No,Yes,None,No
Lakshmi Biswas,7.30E+11,6171507428,Lakshmi Nayak,Suresh Singh,"House 122, Bhilapur",Barwani Tola,GP Bajag,Bajag,Dindori,ST,Vikas Yadav,61,0.31,0.37,Yes,No,Yes,No,Yes,No,79,Male,Married,7,0,Yes,Wage Labour,142625,No,Pucca,Yes,Tap,No,Yes,Secondary,Yes
Ravi Yadav,1.78E+11,9080763192,Sunita Bai,Pooja Bhil,"House 35, Bhilapur",Gondwadi,GP Bajag,Bajag,Anuppur,OTFD,Amit Singh,29,0.37,1.52,Yes,No,No,Yes,Yes,No,54,Other,Single,9,0,Yes,NTFP,20867,No,Pucca,No,Handpump,No,Yes,Secondary,No
Anita Gond,1.96E+11,9587230816,Arjun Bhil,Lakshmi Gaikwad,"House 69, Dindori Gaon",Bhilapur,GP Pushparajgarh,Bajag,Mandla,ST,Vikas Kumar,38,0.09,1.32,Yes,Yes,Yes,Yes,Yes,Yes,54,Other,Separated,3,2,Yes,Agriculture,25605,Yes,Kutcha,Yes,Stream,Yes,Yes,Primary,Yes
Ramesh Kumar,3.28E+11,6452229400,Vikas Gaikwad,Arjun Gaikwad,"House 139, Dindori Gaon",Alirajpur Falia,GP Jobat,Pali,Sheopur,ST,Neha Singh,7,0.64,3.5,No,No,Yes,No,No,Yes,47,Female,Separated,7,1,No,Wage Labour,60756,Yes,Kutcha,No,Handpump,Yes,Yes,Primary,No
Vikas Gond,3.75E+11,6900822125,Suresh Rathore,Suresh Gond,"House 12, Bhilapur",Bhilapur,GP Bajag,Ghughri,Anuppur,ST,Ravi Das,30,0.18,0.33,No,Yes,No,No,Yes,No,84,Other,Widowed,6,2,Yes,NTFP,48528,Yes,Pucca,Yes,Stream,Yes,Yes,Graduation,No
Ravi Gond,2.01E+11,7028387364,Anita Biswas,Lakshmi Yadav,"House 125, Alirajpur Falia",Mandla Pur,GP Bajag,Ghughri,Umaria,ST,Amit Bai,87,0.77,1.77,No,No,No,Yes,Yes,No,50,Female,Separated,1,2,Yes,Other,73868,Yes,Pucca,Yes,Stream,Yes,No,Upper Primary,No
Neha Gond,3.24E+11,7410075175,Meena Naidu,Ramesh Gaikwad,"House 299, Alirajpur Falia",Barwani Tola,GP Pushparajgarh,Sendhwa,Dindori,OTFD,Anita Das,56,0.2,3.83,No,No,No,No,No,Yes,78,Other,Separated,6,0,No,Other,100134,No,Pucca,Yes,Stream,Yes,Yes,None,No
Arjun Naidu,6.81E+11,6802510420,Meena Gond,Suresh Yadav,"House 147, Bhilapur",Gondwadi,GP Ghughri,Sendhwa,Sheopur,ST,Neha Biswas,87,0.24,2.01,Yes,Yes,No,No,No,Yes,65,Female,Widowed,1,1,Yes,NTFP,54864,Yes,Kutcha,Yes,None,No,No,Higher Secondary,No
Suresh Yadav,3.43E+11,9736827693,Kavita Gond,Sunita Kumar,"House 77, Korku Pada",Alirajpur Falia,GP Niwas,Pali,Alirajpur,ST,Arjun Verma,36,0.96,0.53,No,No,No,Yes,Yes,Yes,60,Male,Single,8,1,No,NTFP,91846,No,Semi-Pucca,Yes,Stream,Yes,No,Higher Secondary,Yes
Ravi Naidu,1.18E+11,7526696123,Vikas Singh,Pooja Das,"House 68, Gondwadi",Jhabua Kheda,GP Pushparajgarh,Niwas,Barwani,ST,Sunita Nayak,42,0.11,1.17,No,No,Yes,Yes,Yes,No,45,Other,Separated,6,0,Yes,Agriculture,127650,Yes,Pucca,No,Tap,No,No,None,No
Kavita Verma,7.75E+11,9205188335,Ravi Gond,Lakshmi Nayak,"House 206, Dindori Gaon",Bhilapur,GP Ghughri,Niwas,Jhabua,ST,Meena Biswas,4,0.5,2.51,No,No,Yes,No,Yes,No,37,Female,Widowed,6,1,Yes,Agriculture,123347,No,Kutcha,No,Tap,No,No,Graduation,Yes
Amit Verma,1.53E+11,7011538789,Ramesh Biswas,Meena Das,"House 236, Baiga Chak",Dindori Gaon,GP Pati,Niwas,Barwani,ST,Vikas Nayak,84,0.07,0.05,Yes,Yes,Yes,Yes,Yes,Yes,60,Other,Single,7,2,Yes,NTFP,130389,Yes,Pucca,No,Handpump,No,Yes,Graduation,No
Sunita Bhil,2.21E+11,6940762599,Vikas Bhil,Lakshmi Singh,"House 59, Gondwadi",Baiga Chak,GP Jobat,Pali,Dindori,ST,Mahesh Sahu,5,0.1,3.87,Yes,Yes,No,Yes,Yes,No,45,Other,Single,5,1,No,Agriculture,40107,Yes,Pucca,Yes,None,No,Yes,Higher Secondary,Yes
Suresh Gaikwad,4.84E+11,7049859425,Kavita Das,Mahesh Verma,"House 258, Gondwadi",Korku Pada,GP Bajag,Pali,Umaria,ST,Neha Bai,46,0.64,2.27,No,Yes,Yes,Yes,No,No,25,Male,Separated,3,1,No,Other,41767,Yes,Pucca,Yes,Handpump,No,No,Secondary,No
Anita Naidu,6.24E+11,6308805650,Neha Biswas,Mahesh Bai,"House 254, Korku Pada",Jhabua Kheda,GP Jobat,Bajag,Jhabua,ST,Ravi Sahu,75,0.63,2.82,Yes,No,Yes,Yes,No,Yes,82,Other,Separated,2,1,No,Other,68331,Yes,Semi-Pucca,Yes,Tap,Yes,Yes,Secondary,No
Pooja Nayak,4.26E+11,8648834906,Vikas Verma,Lakshmi Yadav,"House 243, Barwani Tola",Mandla Pur,GP Niwas,Pali,Alirajpur,ST,Ramesh Sahu,2,0.2,2,No,Yes,No,No,Yes,No,34,Other,Married,8,1,No,NTFP,84071,Yes,Pucca,Yes,Handpump,Yes,No,Graduation,Yes
Suresh Singh,9.71E+11,9073795464,Sunita Bai,Ramesh Bai,"House 277, Alirajpur Falia",Gondwadi,GP Bajag,Niwas,Sheopur,ST,Mahesh Naidu,54,0.87,3.83,Yes,Yes,No,Yes,No,Yes,77,Male,Married,6,2,Yes,NTFP,120145,Yes,Kutcha,Yes,Handpump,Yes,Yes,Upper Primary,No
Amit Nayak,7.68E+11,7368817476,Lakshmi Das,Vikas Yadav,"House 220, Sheopur Pada",Barwani Tola,GP Bajag,Sendhwa,Jhabua,OTFD,Ravi Verma,88,0.71,2.36,No,No,Yes,No,No,Yes,37,Other,Separated,2,0,No,Wage Labour,135978,Yes,Kutcha,Yes,Stream,No,Yes,Primary,No
Anita Nayak,4.30E+11,7678054660,Pooja Verma,Anita Singh,"House 225, Bhilapur",Bhilapur,GP Pati,Ghughri,Alirajpur,ST,Mahesh Gaikwad,59,0.31,2.65,Yes,No,No,No,No,No,30,Male,Married,5,2,Yes,Agriculture,45261,No,Kutcha,Yes,Tap,No,Yes,Upper Primary,No
Lakshmi Yadav,1.04E+11,8908392408,Ramesh Das,Mahesh Bai,"House 101, Jhabua Kheda",Jhabua Kheda,GP Pati,Pali,Alirajpur,ST,Pooja Biswas,33,0.26,3.44,Yes,Yes,Yes,No,Yes,Yes,30,Female,Single,7,2,No,Agriculture,140156,Yes,Semi-Pucca,Yes,Tap,Yes,No,Upper Primary,No
Ramesh Bai,2.11E+11,9290288537,Anita Nayak,Arjun Yadav,"House 122, Korku Pada",Gondwadi,GP Pati,Jobat,Jhabua,ST,Pooja Sahu,22,0.76,3.45,No,Yes,Yes,Yes,No,Yes,48,Other,Married,3,1,No,Agriculture,137697,No,Pucca,No,Handpump,No,No,None,No
Sunita Das,4.75E+11,7912526493,Ravi Singh,Mahesh Bhil,"House 218, Korku Pada",Gondwadi,GP Niwas,Sendhwa,Barwani,ST,Pooja Nayak,47,0.74,0.11,Yes,No,No,No,No,Yes,39,Male,Single,8,1,Yes,NTFP,71361,No,Kutcha,No,Stream,Yes,Yes,None,Yes
Arjun Sahu,1.65E+11,8742241763,Suresh Sahu,Kavita Nayak,"House 75, Korku Pada",Dindori Gaon,GP Niwas,Niwas,Anuppur,ST,Pooja Verma,6,0.16,1.13,Yes,Yes,No,No,Yes,No,32,Other,Married,6,1,No,Agriculture,80763,No,Kutcha,Yes,Stream,No,Yes,Upper Primary,No
Vikas Bhil,8.20E+11,7486069039,Ramesh Singh,Amit Yadav,"House 237, Gondwadi",Bhilapur,GP Jobat,Sendhwa,Barwani,ST,Sunita Rathore,24,0.36,0.99,No,Yes,No,Yes,No,No,64,Male,Single,2,0,No,Wage Labour,127705,Yes,Semi-Pucca,Yes,Tap,Yes,No,Secondary,No
Mahesh Yadav,9.07E+11,9228340847,Sunita Gaikwad,Lakshmi Bai,"House 240, Barwani Tola",Sheopur Pada,GP Pati,Jobat,Jhabua,OTFD,Vikas Singh,49,0.22,0.03,No,No,No,Yes,No,Yes,53,Male,Single,7,2,Yes,Agriculture,31990,Yes,Pucca,Yes,Handpump,No,No,Graduation,Yes
Arjun Gond,2.34E+11,7937912463,Suresh Verma,Kavita Das,"House 165, Mandla Pur",Baiga Chak,GP Pati,Sendhwa,Jhabua,ST,Neha Yadav,51,0.3,3.51,Yes,No,Yes,Yes,No,Yes,30,Female,Single,5,0,No,NTFP,137473,No,Semi-Pucca,Yes,None,Yes,No,Higher Secondary,Yes
Arjun Gaikwad,1.18E+11,9228013311,Mahesh Singh,Kavita Singh,"House 157, Alirajpur Falia",Alirajpur Falia,GP Pushparajgarh,Bajag,Anuppur,ST,Arjun Naidu,41,0.29,1.27,No,No,Yes,No,Yes,No,42,Other,Widowed,7,2,Yes,NTFP,32795,Yes,Pucca,Yes,Stream,Yes,Yes,Graduation,No
Kavita Das,4.17E+11,9215036358,Arjun Biswas,Neha Gond,"House 211, Mandla Pur",Baiga Chak,GP Pati,Pati,Alirajpur,ST,Kavita Gaikwad,67,0.98,1.39,Yes,No,Yes,No,Yes,No,70,Other,Widowed,7,0,No,Other,75755,Yes,Semi-Pucca,Yes,Stream,No,Yes,Primary,Yes
Amit Nayak,4.28E+11,7420357649,Meena Bai,Ravi Bai,"House 277, Jhabua Kheda",Baiga Chak,GP Jobat,Jobat,Sheopur,ST,Ramesh Verma,89,0.75,0.4,Yes,No,Yes,Yes,No,Yes,84,Male,Single,3,0,Yes,Other,33021,Yes,Pucca,Yes,Handpump,No,No,Higher Secondary,No
Ravi Rathore,8.74E+11,9875006647,Neha Gond,Anita Gaikwad,"House 216, Bhilapur",Bhilapur,GP Niwas,Sendhwa,Anuppur,ST,Anita Singh,79,0.78,3.96,No,Yes,No,Yes,No,No,58,Female,Separated,2,0,Yes,NTFP,47888,Yes,Pucca,Yes,Stream,Yes,Yes,Higher Secondary,No
Ramesh Gond,8.64E+11,6064244116,Vikas Das,Meena Bai,"House 218, Gondwadi",Alirajpur Falia,GP Jobat,Niwas,Barwani,OTFD,Sunita Singh,81,0.28,3.31,No,Yes,Yes,Yes,Yes,No,46,Other,Separated,4,1,No,Other,60084,Yes,Semi-Pucca,Yes,None,Yes,No,Higher Secondary,No
Ravi Verma,5.53E+11,6213748510,Sunita Nayak,Pooja Kumar,"House 233, Bhilapur",Baiga Chak,GP Ghughri,Ghughri,Mandla,ST,Amit Verma,2,0.01,2.29,Yes,Yes,No,Yes,Yes,No,58,Other,Separated,8,1,Yes,Agriculture,27945,Yes,Kutcha,Yes,Handpump,Yes,Yes,Upper Primary,No
Neha Yadav,6.44E+11,6236429184,Mahesh Yadav,Vikas Rathore,"House 12, Gondwadi",Barwani Tola,GP Pati,Pati,Dindori,ST,Ramesh Nayak,78,0.07,3.09,No,No,No,No,Yes,Yes,85,Male,Separated,3,1,No,NTFP,68393,No,Pucca,Yes,Handpump,Yes,No,None,No
Sunita Das,2.69E+11,8251041922,Sunita Biswas,Pooja Singh,"House 83, Jhabua Kheda",Gondwadi,GP Bajag,Pati,Jhabua,ST,Amit Gaikwad,43,0.56,3.11,No,No,No,Yes,No,No,71,Other,Single,2,1,Yes,Agriculture,82301,No,Kutcha,No,Tap,Yes,No,Higher Secondary,No
Amit Singh,7.84E+11,7211439582,Meena Rathore,Neha Nayak,"House 113, Mandla Pur",Korku Pada,GP Ghughri,Bajag,Barwani,ST,Mahesh Bai,32,0.29,2.63,No,Yes,Yes,No,No,Yes,57,Female,Married,3,2,Yes,NTFP,38308,Yes,Semi-Pucca,No,Handpump,Yes,Yes,Secondary,Yes
Arjun Verma,4.62E+11,6141027096,Amit Das,Ramesh Naidu,"House 271, Bhilapur",Alirajpur Falia,GP Pati,Niwas,Barwani,ST,Amit Biswas,12,0.2,0.7,No,Yes,No,No,Yes,Yes,38,Other,Married,1,2,Yes,NTFP,127544,No,Kutcha,Yes,Handpump,No,Yes,None,No
Kavita Singh,3.76E+11,8961565428,Sunita Verma,Pooja Kumar,"House 195, Gondwadi",Bhilapur,GP Niwas,Sendhwa,Sheopur,ST,Suresh Biswas,23,0.06,2.88,No,No,Yes,Yes,Yes,No,34,Other,Separated,6,1,Yes,Agriculture,115146,Yes,Kutcha,Yes,None,Yes,No,Graduation,No
Suresh Bhil,1.46E+11,8011803655,Sunita Bhil,Neha Verma,"House 141, Alirajpur Falia",Bhilapur,GP Jobat,Bajag,Anuppur,ST,Pooja Naidu,16,0.88,2.28,No,No,No,Yes,Yes,No,21,Male,Widowed,5,1,No,Wage Labour,111560,No,Kutcha,No,Handpump,Yes,Yes,Graduation,Yes
Vikas Nayak,2.11E+11,9894174400,Sunita Bai,Lakshmi Verma,"House 124, Korku Pada",Baiga Chak,GP Ghughri,Ghughri,Barwani,ST,Meena Nayak,44,0.6,2.9,Yes,Yes,Yes,No,No,No,77,Male,Separated,4,2,Yes,Wage Labour,137272,No,Semi-Pucca,Yes,Tap,No,Yes,Secondary,No
Kavita Biswas,8.09E+11,9802260797,Pooja Yadav,Amit Kumar,"House 141, Korku Pada",Alirajpur Falia,GP Pati,Pali,Alirajpur,ST,Vikas Singh,2,0.12,2.17,Yes,No,Yes,Yes,No,Yes,55,Female,Separated,7,0,No,NTFP,39314,No,Pucca,Yes,None,Yes,Yes,Higher Secondary,No
Neha Gond,8.18E+11,7553018374,Vikas Singh,Vikas Naidu,"House 208, Barwani Tola",Barwani Tola,GP Pati,Niwas,Umaria,ST,Kavita Gond,7,0.77,3.83,No,Yes,No,No,No,Yes,83,Other,Single,3,0,Yes,Agriculture,110883,Yes,Pucca,No,Stream,Yes,Yes,Secondary,No
Kavita Bai,7.48E+11,6111019143,Ravi Verma,Meena Verma,"House 115, Baiga Chak",Bhilapur,GP Niwas,Jobat,Umaria,ST,Anita Bhil,21,0.76,2.51,No,No,No,No,No,No,69,Male,Separated,6,0,Yes,Other,90999,Yes,Pucca,Yes,Tap,No,Yes,Upper Primary,No
Vikas Bai,7.16E+11,8708442762,Anita Singh,Pooja Verma,"House 206, Bhilapur",Gondwadi,GP Pati,Ghughri,Alirajpur,ST,Anita Rathore,58,0.3,2.29,Yes,Yes,Yes,Yes,No,Yes,84,Female,Separated,2,1,No,Agriculture,99628,Yes,Pucca,Yes,Tap,Yes,No,Upper Primary,Yes
Pooja Singh,9.12E+11,7385114990,Meena Nayak,Neha Nayak,"House 288, Mandla Pur",Gondwadi,GP Pati,Pali,Mandla,ST,Lakshmi Yadav,23,0.2,3.37,Yes,No,No,Yes,No,Yes,46,Female,Widowed,2,1,No,Wage Labour,128758,Yes,Semi-Pucca,No,Handpump,No,Yes,Higher Secondary,Yes
Vikas Das,3.91E+11,9620469424,Anita Biswas,Anita Bhil,"House 149, Baiga Chak",Jhabua Kheda,GP Jobat,Sendhwa,Umaria,ST,Mahesh Nayak,60,0.82,1.52,No,Yes,No,No,No,Yes,45,Other,Single,6,1,Yes,Wage Labour,140528,Yes,Pucca,No,None,Yes,Yes,Secondary,Yes
Pooja Gaikwad,4.43E+11,9252005898,Pooja Kumar,Kavita Das,"House 210, Baiga Chak",Dindori Gaon,GP Bajag,Ghughri,Umaria,ST,Anita Das,25,0.34,1.26,No,No,No,Yes,Yes,Yes,77,Female,Widowed,3,0,No,Agriculture,40141,Yes,Semi-Pucca,Yes,Stream,No,No,Secondary,No
Anita Nayak,3.25E+11,6774363109,Vikas Yadav,Ramesh Bai,"House 112, Mandla Pur",Jhabua Kheda,GP Ghughri,Ghughri,Mandla,ST,Sunita Rathore,35,0.85,2.01,No,No,Yes,Yes,No,Yes,24,Other,Separated,3,0,Yes,NTFP,125022,No,Kutcha,Yes,Tap,No,Yes,Higher Secondary,Yes
Mahesh Bai,7.53E+11,6444250664,Pooja Naidu,Amit Naidu,"House 142, Bhilapur",Dindori Gaon,GP Jobat,Bajag,Dindori,ST,Neha Rathore,45,0.05,2.34,No,Yes,Yes,No,No,Yes,38,Male,Single,7,1,No,Agriculture,41213,No,Kutcha,No,Stream,Yes,Yes,Primary,Yes
Kavita Singh,6.99E+11,6270145981,Suresh Kumar,Ramesh Das,"House 24, Alirajpur Falia",Baiga Chak,GP Pushparajgarh,Sendhwa,Dindori,OTFD,Pooja Rathore,7,0.5,0.88,No,No,No,No,No,No,55,Other,Married,1,1,No,NTFP,140259,Yes,Kutcha,Yes,Tap,Yes,Yes,Secondary,Yes
Pooja Nayak,5.31E+11,6992787569,Ravi Kumar,Arjun Das,"House 49, Korku Pada",Alirajpur Falia,GP Jobat,Pati,Umaria,ST,Lakshmi Singh,69,0.19,2.73,Yes,No,No,No,No,No,61,Female,Married,6,2,Yes,Agriculture,79554,Yes,Pucca,Yes,Stream,Yes,No,Primary,No
Kavita Rathore,1.49E+11,7625024179,Amit Naidu,Ravi Kumar,"House 288, Gondwadi",Alirajpur Falia,GP Ghughri,Pali,Alirajpur,ST,Sunita Bhil,32,0.68,3.21,Yes,Yes,No,No,No,No,69,Other,Single,2,1,No,Other,83060,No,Kutcha,Yes,Stream,No,No,Higher Secondary,Yes
Amit Naidu,8.80E+11,7692949185,Suresh Biswas,Ramesh Verma,"House 11, Mandla Pur",Bhilapur,GP Pati,Bajag,Alirajpur,OTFD,Mahesh Bai,53,1,2.31,Yes,No,Yes,Yes,No,Yes,68,Male,Separated,7,2,No,Agriculture,52505,Yes,Pucca,Yes,Tap,No,Yes,Higher Secondary,Yes
Mahesh Das,8.80E+11,9689056451,Meena Bhil,Suresh Verma,"House 188, Jhabua Kheda",Barwani Tola,GP Niwas,Pali,Umaria,ST,Meena Kumar,69,0.42,2.09,No,No,Yes,Yes,No,No,40,Male,Single,2,0,No,Agriculture,138210,Yes,Kutcha,Yes,Handpump,Yes,No,Secondary,No
Lakshmi Bhil,3.37E+11,6730603505,Amit Gaikwad,Vikas Das,"House 68, Baiga Chak",Barwani Tola,GP Pati,Niwas,Alirajpur,ST,Meena Bai,25,0.11,1.18,No,Yes,No,Yes,No,Yes,86,Female,Widowed,3,1,Yes,Other,133406,Yes,Kutcha,Yes,None,Yes,No,Secondary,Yes
Sunita Singh,9.46E+11,6948435803,Kavita Rathore,Pooja Sahu,"House 90, Mandla Pur",Barwani Tola,GP Pushparajgarh,Jobat,Dindori,ST,Suresh Gond,84,0.32,3.64,Yes,Yes,No,Yes,Yes,Yes,31,Male,Separated,9,0,No,NTFP,85141,No,Kutcha,Yes,Tap,No,Yes,Upper Primary,No
Vikas Rathore,5.69E+11,8125629152,Pooja Gond,Ramesh Yadav,"House 110, Mandla Pur",Baiga Chak,GP Niwas,Niwas,Dindori,ST,Meena Biswas,86,0.89,3.02,Yes,No,No,No,No,Yes,32,Other,Widowed,6,0,No,NTFP,71629,Yes,Kutcha,No,None,Yes,No,Secondary,Yes
Mahesh Gond,4.28E+11,6661241674,Neha Singh,Kavita Nayak,"House 164, Korku Pada",Korku Pada,GP Niwas,Niwas,Alirajpur,ST,Anita Biswas,77,0.77,1.92,Yes,No,No,No,Yes,No,32,Other,Single,2,1,No,Agriculture,142061,Yes,Kutcha,Yes,Tap,Yes,No,None,No
Pooja Singh,5.53E+11,8024510786,Neha Naidu,Ravi Das,"House 206, Korku Pada",Dindori Gaon,GP Jobat,Niwas,Mandla,ST,Pooja Bhil,2,0.24,2.64,No,No,No,Yes,No,No,52,Male,Married,9,2,Yes,Other,129110,No,Semi-Pucca,Yes,Tap,Yes,Yes,Higher Secondary,No
Arjun Kumar,5.80E+11,9907579815,Amit Bhil,Meena Bhil,"House 32, Gondwadi",Sheopur Pada,GP Pushparajgarh,Ghughri,Sheopur,ST,Meena Kumar,86,0.95,1.35,Yes,No,No,Yes,Yes,No,28,Female,Single,5,2,Yes,Other,24414,No,Pucca,Yes,Tap,No,Yes,Upper Primary,Yes
Sunita Nayak,4.31E+11,7862847091,Vikas Kumar,Arjun Nayak,"House 74, Mandla Pur",Korku Pada,GP Ghughri,Ghughri,Alirajpur,ST,Mahesh Bai,61,0.63,0.24,Yes,No,Yes,Yes,No,Yes,54,Female,Single,6,0,Yes,NTFP,86552,Yes,Kutcha,No,Handpump,Yes,No,Primary,No
